Genetic Sudoku Experiment
Experiment Time: 27/06/2016 10:29:49
Expirement Parameters:,
Orginal Empty Cells:,52,
Population Size:,5,
Max Generations:,50,
Crossover Probability:,0.8,
Mutation Probability:,0.2,
Percent of good indviduals from population:,0.4,
,
Primitive Set:,
Plus,Minus,Multi,div,Mod,Maximum,Minimum,
Terminal Set:,
countEmptyCellInRow,countEmptyCellInCol,countEmptyCellInSquare,NumOfOptionsInCell,numOfOptionsToAppearInBoard,countEmptyCellsInRowsContainsNum,countEmptyCellsInColsContainsNum,countEmptyCellsInSquareContainsNum,countEmptyCellsInRows_ThatNotContainsNum,countEmptyCellsInCols_ThatNotContainsNum,countEmptyCellsInSquare_ThatNotContainsNum,
,
,
Generation,Worst Individual Fitness,Best Individual Fitness,Average Fitness,Best Individual Tree - Prefix,Best Individual Tree - Infix,
10,14.0,6.0,8.2,Minus( div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Plus( Minus( Plus( numOfOptionsToAppearInBoard  NumOfOptionsInCell )  Minus( countEmptyCellInSquare  countEmptyCellsInColsContainsNum ) )  Minimum( Plus( countEmptyCellsInSquareContainsNum  countEmptyCellsInCols_ThatNotContainsNum )  Maximum( countEmptyCellInSquare  countEmptyCellInSquare ) ) ) )  Plus( Plus( Minimum( Plus( NumOfOptionsInCell  countEmptyCellsInSquareContainsNum )  Minimum( countEmptyCellsInColsContainsNum  numOfOptionsToAppearInBoard ) )  Multi( Multi( countEmptyCellInSquare  countEmptyCellInRow )  div( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInSquareContainsNum ) ) )  Mod( Minimum( Maximum( NumOfOptionsInCell  countEmptyCellsInRowsContainsNum )  div( countEmptyCellInCol  countEmptyCellInRow ) )  Minimum( Plus( countEmptyCellInSquare  numOfOptionsToAppearInBoard )  Multi( NumOfOptionsInCell  countEmptyCellsInRowsContainsNum ) ) ) ) ),((((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( numOfOptionsToAppearInBoard  +  NumOfOptionsInCell ) - ( countEmptyCellInSquare  -  countEmptyCellsInColsContainsNum )) + (( countEmptyCellsInSquareContainsNum  +  countEmptyCellsInCols_ThatNotContainsNum ) Min ( countEmptyCellInSquare  Max  countEmptyCellInSquare )))) - (((( NumOfOptionsInCell  +  countEmptyCellsInSquareContainsNum ) Min ( countEmptyCellsInColsContainsNum  Min  numOfOptionsToAppearInBoard )) + (( countEmptyCellInSquare  *  countEmptyCellInRow ) * ( countEmptyCellsInCols_ThatNotContainsNum  /  countEmptyCellsInSquareContainsNum ))) + ((( NumOfOptionsInCell  Max  countEmptyCellsInRowsContainsNum ) Min ( countEmptyCellInCol  /  countEmptyCellInRow )) % (( countEmptyCellInSquare  +  numOfOptionsToAppearInBoard ) Min ( NumOfOptionsInCell  *  countEmptyCellsInRowsContainsNum ))))),
11,13.0,5.0,9.2,Multi( div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Plus( Minus( Plus( numOfOptionsToAppearInBoard  NumOfOptionsInCell )  Minus( countEmptyCellInSquare  countEmptyCellsInColsContainsNum ) )  Minimum( Plus( countEmptyCellsInSquareContainsNum  countEmptyCellsInCols_ThatNotContainsNum )  Maximum( countEmptyCellInSquare  countEmptyCellInSquare ) ) ) )  div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) ) ),((((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( numOfOptionsToAppearInBoard  +  NumOfOptionsInCell ) - ( countEmptyCellInSquare  -  countEmptyCellsInColsContainsNum )) + (( countEmptyCellsInSquareContainsNum  +  countEmptyCellsInCols_ThatNotContainsNum ) Min ( countEmptyCellInSquare  Max  countEmptyCellInSquare )))) * (((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum ))))),
12,10.0,5.0,7.2,Plus( div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) )  div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Plus( Minus( Plus( numOfOptionsToAppearInBoard  NumOfOptionsInCell )  Minus( countEmptyCellInSquare  countEmptyCellsInColsContainsNum ) )  Minimum( Plus( countEmptyCellsInSquareContainsNum  countEmptyCellsInCols_ThatNotContainsNum )  Maximum( countEmptyCellInSquare  countEmptyCellInSquare ) ) ) ) ),((((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum )))) + (((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( numOfOptionsToAppearInBoard  +  NumOfOptionsInCell ) - ( countEmptyCellInSquare  -  countEmptyCellsInColsContainsNum )) + (( countEmptyCellsInSquareContainsNum  +  countEmptyCellsInCols_ThatNotContainsNum ) Min ( countEmptyCellInSquare  Max  countEmptyCellInSquare ))))),
13,14.0,5.0,7.2,Plus( div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) )  div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Plus( Minus( Plus( numOfOptionsToAppearInBoard  NumOfOptionsInCell )  Minus( countEmptyCellInSquare  countEmptyCellsInColsContainsNum ) )  Minimum( Plus( countEmptyCellsInSquareContainsNum  countEmptyCellsInCols_ThatNotContainsNum )  Maximum( countEmptyCellInSquare  countEmptyCellInSquare ) ) ) ) ),((((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum )))) + (((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( numOfOptionsToAppearInBoard  +  NumOfOptionsInCell ) - ( countEmptyCellInSquare  -  countEmptyCellsInColsContainsNum )) + (( countEmptyCellsInSquareContainsNum  +  countEmptyCellsInCols_ThatNotContainsNum ) Min ( countEmptyCellInSquare  Max  countEmptyCellInSquare ))))),
14,14.0,5.0,7.4,Plus( div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) )  div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Plus( Minus( Plus( numOfOptionsToAppearInBoard  NumOfOptionsInCell )  Minus( countEmptyCellInSquare  countEmptyCellsInColsContainsNum ) )  Minimum( Plus( countEmptyCellsInSquareContainsNum  countEmptyCellsInCols_ThatNotContainsNum )  Maximum( countEmptyCellInSquare  countEmptyCellInSquare ) ) ) ) ),((((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum )))) + (((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( numOfOptionsToAppearInBoard  +  NumOfOptionsInCell ) - ( countEmptyCellInSquare  -  countEmptyCellsInColsContainsNum )) + (( countEmptyCellsInSquareContainsNum  +  countEmptyCellsInCols_ThatNotContainsNum ) Min ( countEmptyCellInSquare  Max  countEmptyCellInSquare ))))),
15,14.0,5.0,7.6,Multi( div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Plus( Minus( Plus( numOfOptionsToAppearInBoard  NumOfOptionsInCell )  Minus( countEmptyCellInSquare  countEmptyCellsInColsContainsNum ) )  Minimum( Plus( countEmptyCellsInSquareContainsNum  countEmptyCellsInCols_ThatNotContainsNum )  Maximum( countEmptyCellInSquare  countEmptyCellInSquare ) ) ) )  div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) ) ),((((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( numOfOptionsToAppearInBoard  +  NumOfOptionsInCell ) - ( countEmptyCellInSquare  -  countEmptyCellsInColsContainsNum )) + (( countEmptyCellsInSquareContainsNum  +  countEmptyCellsInCols_ThatNotContainsNum ) Min ( countEmptyCellInSquare  Max  countEmptyCellInSquare )))) * (((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum ))))),
16,15.0,5.0,10.2,Minimum( div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Plus( Minus( Plus( numOfOptionsToAppearInBoard  NumOfOptionsInCell )  Minus( countEmptyCellInSquare  countEmptyCellsInColsContainsNum ) )  Minimum( Plus( countEmptyCellsInSquareContainsNum  countEmptyCellsInCols_ThatNotContainsNum )  Maximum( countEmptyCellInSquare  countEmptyCellInSquare ) ) ) )  div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) ) ),((((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( numOfOptionsToAppearInBoard  +  NumOfOptionsInCell ) - ( countEmptyCellInSquare  -  countEmptyCellsInColsContainsNum )) + (( countEmptyCellsInSquareContainsNum  +  countEmptyCellsInCols_ThatNotContainsNum ) Min ( countEmptyCellInSquare  Max  countEmptyCellInSquare )))) Min (((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum ))))),
17,14.0,5.0,8.4,Minimum( div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Plus( Minus( Plus( numOfOptionsToAppearInBoard  NumOfOptionsInCell )  Minus( countEmptyCellInSquare  countEmptyCellsInColsContainsNum ) )  Minimum( Plus( countEmptyCellsInSquareContainsNum  countEmptyCellsInCols_ThatNotContainsNum )  Maximum( countEmptyCellInSquare  countEmptyCellInSquare ) ) ) )  div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) ) ),((((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( numOfOptionsToAppearInBoard  +  NumOfOptionsInCell ) - ( countEmptyCellInSquare  -  countEmptyCellsInColsContainsNum )) + (( countEmptyCellsInSquareContainsNum  +  countEmptyCellsInCols_ThatNotContainsNum ) Min ( countEmptyCellInSquare  Max  countEmptyCellInSquare )))) Min (((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum ))))),
18,14.0,5.0,8.4,Minimum( div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Plus( Minus( Plus( numOfOptionsToAppearInBoard  NumOfOptionsInCell )  Minus( countEmptyCellInSquare  countEmptyCellsInColsContainsNum ) )  Minimum( Plus( countEmptyCellsInSquareContainsNum  countEmptyCellsInCols_ThatNotContainsNum )  Maximum( countEmptyCellInSquare  countEmptyCellInSquare ) ) ) )  div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) ) ),((((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( numOfOptionsToAppearInBoard  +  NumOfOptionsInCell ) - ( countEmptyCellInSquare  -  countEmptyCellsInColsContainsNum )) + (( countEmptyCellsInSquareContainsNum  +  countEmptyCellsInCols_ThatNotContainsNum ) Min ( countEmptyCellInSquare  Max  countEmptyCellInSquare )))) Min (((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum ))))),
19,17.0,6.0,10.8,Multi( div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) )  div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) ) ),((((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum )))) * (((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum ))))),
